sample	n_biallelic	n_multi
CPCT02070236T	9884	0
CPCT02020487T	6507	0
CPCT02300001T	4119	0
CPCT02010514T	8312	0
CPCT02180072T	12858	0
WIDE01010206T	20233	0
WIDE01010573T	19817	0
CPCT02070425T	7062	0
DRUP01380003T	10532	0
WIDE01010177T	21073	0
CPCT02040152T	15987	0
CPCT02010762T	8686	0
CPCT02010649T	3543	0
CPCT02010567T	4196	0
CPCT02020231T	23375	0
CPCT02080080T	12379	0
CPCT02170039T	27592	0
CPCT02020298T	4820	0
CPCT02020197T	9295	5
DRUP01050044T	178212	5
DRUP01160001T	63257	21
CPCT02010643T	6158	0
CPCT02070353T	10867	1
CPCT02020322T	15549	0
DRUP01110018T	13328	0
CPCT02050092T	46464	0
CPCT02020600T	47921	3
CPCT02020780T	6118	0
WIDE01010314T	56837	1
CPCT02070394T	21912	2
CPCT02330072TII	50058	3
CPCT02050214T	24334	0
DRUP01070015T	72935	0
CPCT02030382T	14658	1
DRUP01010066T	26055	0
WIDE01010513T	80007	2
CPCT02080070T	6857	0
CPCT02020247T	4676	0
WIDE01010191T	3490	0
CPCT02100178T	14958	0
CPCT02080251T	31227	0
CPCT02010897T	31909	0
CPCT02011040TII	6799	0
CPCT02100189T	5577	0
CPCT02040064T	4554	0
ACTN01020010T	3704	0
WIDE01010909T	3188	0
CPCT02100024T	6664	0
CPCT02140020T	9140	0
CPCT02010660T	41403	1
WIDE01010356T	5578	1
CPCT02040245T	12351	0
CPCT02320002T	11311	0
CPCT02040246T	87529	0
CPCT02050031T	21662	0
CPCT02100027T	3578	0
CPCT02120167T	54991	0
CPCT02010541T	13367	1
WIDE01011050T	7481	0
CPCT02020313T	7257	0
CPCT02010288T	3040	0
CPCT02060054T	33256	1
DRUP01070017T	28299	1
CPCT02180002T	73566	3
CPCT02100152T	19715	0
CPCT02080273T	109698	1
CPCT02120136T	15543	1
CPCT02070111T	1686	0
CPCT02210001T	15338	0
CPCT02360012T	8814	0
CPCT02020527T	11109	0
CPCT02030310T	23957	3
CPCT02370037T	20124	0
CPCT02060073T	6450	0
WIDE01010594T	3651	1
WIDE01010838T	13156	0
CPCT02070001T	34655	4
DRUP01020006T	21811	0
CPCT02010994T	92883	0
CPCT02080295T	15420	0
CPCT02100110T	22192	0
WIDE01011034T	922286	226
CPCT02050168T	60531	1
GAYA01010037T	5953	1
CPCT02320007T	8105	1
CPCT02020303T	6468	0
CPCT02130057T	13560	0
CPCT02220075T	6782	0
CPCT02020785T	643187	17
CPCT02060214T	32020	0
CPCT02080188T	142618	2
CPCT02140044T	36481	2
CPCT02040249T	7816	0
WIDE01010422T	129946	6
CPCT02230047T	15105	0
CPCT02010503T	287949	2
CPCT02010366T	1630	0
CPCT02120154T	3911	0
WIDE01011059T	6602	0
CPCT02060105T	8769	0
CPCT02360018T	5768	0
DRUP01010047TII	113652	3
CPCT02230065T	23902	0
CPCT02030476T	13888	0
CPCT02010272T	48726	1
CPCT02030361T	34941	0
CPCT02010679T	2689	0
CPCT02020445T	17659	0
CPCT02230004T	7204	0
CPCT02070397T	3356	0
CPCT02010337TII	24374	0
WIDE01010742T	18052	0
CPCT02050331T	2845	0
CPCT02050404T	3015	0
WIDE01010977T	9755	0
WIDE01010630T	51848	6
CPCT02090050T	10111	1
CPCT02320009T	3891	0
CPCT02050184T	53538	10
CPCT02120180T	27962	0
CPCT02130148T	10051	0
CPCT02060206T	131156	5
CPCT02130144T	30684	0
CPCT02230088T	185675	6
CPCT02011029T	44310	4
CPCT02030508T	66264	2
CPCT02100032T	21849	0
GAYA01010013T	3092	0
WIDE01010447T	10590	0
CPCT02330059T	29737	4
CPCT02050389T	5158	0
CPCT02050414T	13395	0
DRUP01070230T	14547	0
DRUP01330005T	33820	2
WIDE01010911T	2443	0
DRUP01060007T	3452	0
WIDE01010489T	32096	3
CPCT02080075T	21734	1
CPCT02190037T	20369	0
CPCT02040230T	4570	0
CPCT02390038T	22486	0
CPCT02020898T	3613	0
CPCT02120102T	4365	0
DRUP01050003T	648147	60
CPCT02020621TII	28982	0
CPCT02050281T	57171	0
CPCT02090005T	330977	5
CPCT02020678T	10174	0
WIDE01011109T	107567	5
WIDE01010957T	5348	0
WIDE01011096T	3440	0
OPTC01080036T	12320	0
CPCT02220082T	6437	0
CPCT02110028T	4366	0
WIDE01010069T	113453	0
CPCT02011098T	1498	0
CPCT02010704T	2847	1
CPCT02100131T	15101	0
DRUP01010106T	93469	1
CPCT02020341T	3160	0
CPCT02030484T	4091	0
GAYA01120003T	7666	1
CPCT02020633TII	18287	0
CPCT02040242T	12888	0
CPCT02060241T	2800	0
CPCT02090020T	1253	0
WIDE01011153T	13750	0
CPCT02020493T	7824	0
CPCT02070320T	63763	1
CPCT02050048T	15686	1
CPCT02080198T	3077	0
CPCT02040341T	6421	1
CPCT02040154T	4869	0
CPCT02030242T	86009	5
CPCT02330139T	5054	0
CPCT02011090T	2213	0
CPCT02030243T	12038	0
CPCT02020704TII	72836	0
CPCT02140011T	6984	0
DRUP01010044T	39360	5
CPCT02080123T	160126	0
CPCT02020415T	1828	0
CPCT02230017T	13637	0
CPCT02080208T	3845	0
CPCT02230001T	4009	0
WIDE01011013T	16556	0
CPCT02011008T	16169	0
CPCT02380009T	7544	0
CPCT02060070T	9007	0
CPCT02010451T	16064	1
CPCT02380044T	15133	0
CPCT02120203T	56452	2
CPCT02190003T	27332	0
CPCT02060077T	6359	0
CPCT02130164T	5383	0
DRUP01010276T	57526	0
CPCT02030225T	3385	0
CPCT02070486T	5423	0
CPCT02230025T	10058	1
CPCT02070360T	11290	0
CPCT02130085T	18702	0
CPCT02050124T	15298	3
CPCT02020421T	12764	0
CPCT02130062T	12494	0
DRUP01010088T	12405	0
CPCT02020687T	3465	0
CPCT02021008T	8126	0
WIDE01010234T	4217	1
CPCT02010758T	4190	0
CPCT02160010T	6970	0
CPCT02060103T	25563	3
CPCT02120162T	9777	0
DRUP01010037T	33008	0
CPCT02120091T	30157	1
CPCT02070307T	8279	1
CPCT02050385T	40182	0
CPCT02070127T	3398	0
CPCT02220078T	3285	0
CPCT02030246T	4615	0
CPCT02120056T	10122	0
ACTN01020031T	1564	0
CPCT02010494T	7016	0
DRUP01010007T	39365	7
CPCT02300016T	6928	0
CPCT02010742T	11660	0
CPCT02300031T	21545	0
CPCT02050218T	7878	0
CPCT02020512T	7151	0
WIDE01010202T	19832	0
DRUP01340015T	7648	0
CPCT02011097T	29080	0
CPCT02070317T	4713	0
CPCT02010488T	18721	0
CPCT02011057T	26691	0
WIDE01011151T	13919	0
CPCT02100145T	35373	0
WIDE01010545T	19063	0
DRUP01330002T	26517	1
WIDE01010996T	19384	1
WIDE01011171T	8892	1
CPCT02120171T	20487	0
CPCT02470003T	3271	0
DRUP01010132T	18090	0
WIDE01010892T	21451	0
DRUP01010091T	20481	0
CPCT02010508T	2404	0
WIDE01010366T	14208	2
CPCT02020642TII	120701	17
WIDE01010728T	4905	0
WIDE01011175T	12017	0
CPCT02010776TII	9907	0
CPCT02010276TII	3060	0
WIDE01010326T	3678	0
CPCT02220047T	11886	0
WIDE01010639T	8225	0
DRUP01010086T	57843	0
WIDE01010502TII	4684	0
CPCT02300010T	14886	0
WIDE01010894T	7720	1
CPCT02011082T	31336	0
CPCT02010498T	72396	5
CPCT02020210T	4325	0
WIDE01010917T	4960	0
WIDE01010151T	5912	0
CPCT02040174T	41277	0
CPCT02170006T	38568	0
CPCT02010694T	28519	0
DRUP01010047T	145180	6
CPCT02070134T	6341	0
ACTN01020017T	12263	0
CPCT02050454T	3331	0
CPCT02340097T	57270	0
DRUP01050035T	31334	0
CPCT02370005T	13644	0
CPCT02020353T	44860	0
CPCT02030278T	12366	1
CPCT02010392T	10144	0
CPCT02070282T	17738	0
DRUP01010097T	9086	0
CPCT02120014T	12955	1
CPCT02011086T	31199	0
WIDE01010045T	7799	0
GLOW01440008T	7241	0
CPCT02100139T	9207	0
OPTC01040036T	17135	1
CPCT02010441T	95117	1
WIDE01010235T	9553	0
CPCT02080078TII	6439	0
CPCT02120198T	61940	0
WIDE01010835T	15845	0
CPCT02120206T	9818	1
CPCT02080173T	2105	0
CPCT02010896T	96608	10
CPCT02080091T	6095	0
WIDE01011095T	9664	0
CPCT02070208T	7728	0
CPCT02050434T	3890	0
WIDE01010287T	59617	3
CPCT02020560T	4196	0
CPCT02030455T	16496	0
CPCT02040017T	2646	0
WIDE01011000T	22598	1
CPCT02160045T	44738	1
CPCT02160039T	3809	0
CPCT02440014T	52685	7
CPCT02450016T	18200	0
ACTN01020084T	3960	0
WIDE01010675T	11212	1
